المدينة,التصنيف,المنتج,قطاع_العميل,مبلغ_التمويل,قيمة_القسط,تاريخ_الصرف,جنس_العميل,عمر_العميل,ألحاله_الإجتماعية,إحتياجات_خاصة,عدد_أفراد_الأسره,زود_الإدخاري,القيمة
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض أسرة,قطاع حكومي,36000,< 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع تبوك,إجتماعي,قرض أسرة,قطاع حكومي,48000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية بمكة المكرمة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض أسرة,قطاع حكومي,84000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع حفر الباطن,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,انثى,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع ينبع,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 40,أعزب,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر نقدي,قطاع حكومي,72000,>= 1000,2024-08,ذكر,< 30,أعزب,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الدوادمي,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع عرعر,حر,قرض العمل الحر نقدي,قطاع حكومي,32000,< 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر نقدي,قطاع حكومي,52000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,24000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-08,انثى,>= 40,مطلق,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الدمام,إجتماعي,قرض أسرة,متقاعد,30000,< 1000,2024-08,ذكر,>= 60,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع بريدة,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-08,ذكر,>= 60,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض أسرة,متقاعد,30000,< 1000,2024-08,ذكر,>= 60,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض أسرة,متقاعد,30000,< 1000,2024-08,ذكر,>= 60,متزوج,سليم,>= 10,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,0
بنك التنمية الإجتماعية فرع بريدة,إجتماعي,قرض زواج,قطاع حكومي,42000,< 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع تبوك,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض أسرة,متقاعد,36000,< 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,انثى,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حائل,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع تبوك,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الدمام,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر نقدي,قطاع حكومي,64000,>= 1000,2024-08,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر الموسمي,قطاع حكومي,13200,>= 1000,2024-08,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر الموسمي,قطاع حكومي,27600,>= 1000,2024-08,ذكر,>= 40,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع المجمعة,إجتماعي,قرض أسرة,متقاعد,60000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 10,1,0
بنك التنمية الإجتماعية فرع نجران,إجتماعي,قرض أسرة,متقاعد,30000,< 1000,2024-08,ذكر,>= 60,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع القنفذة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع خميس مشيط,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,100000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع بيشة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بمكة المكرمة,إجتماعي,قرض أسرة,قطاع حكومي,24000,< 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع بريدة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,متقاعد,80000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القنفذة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بمكة المكرمة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع حائل,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-08,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بمكة المكرمة,إجتماعي,قرض أسرة,متقاعد,66000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-08,انثى,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الدمام,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع بريدة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع القنفذة,إجتماعي,قرض أسرة,شركة حكومية,66000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الدوادمي,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-08,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر نقدي,قطاع حكومي,68000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,1,6000
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض أسرة,قطاع حكومي,66000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,54000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الدمام,إجتماعي,قرض زواج,قطاع حكومي,48000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-08,ذكر,< 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الدمام,حر,قرض العمل الحر نقدي,قطاع حكومي,36000,< 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض أسرة,متقاعد,84000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,>= 05,1,6000
بنك التنمية الإجتماعية فرع الدوادمي,حر,قرض العمل الحر نقدي,قطاع حكومي,44000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-08,انثى,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع تبوك,حر,قرض العمل الحر نقدي,قطاع حكومي,44000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر نقدي,قطاع حكومي,96000,>= 1000,2024-08,ذكر,>= 40,متزوج,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع حفر الباطن,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الجوف,إجتماعي,قرض أسرة,قطاع حكومي,66000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع بيشة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-08,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
